"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"22400","72","PR","Puerto Rico","25-3011","Adult literacy, remedial education, and GED teachers and instructors",50,13.08,27200
"22401","32","NV","Nevada","51-4194","Tool grinders, filers, and sharpeners",50,13.11,27270
"22402","09","CT","Connecticut","51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders",50,13.14,27330
"22403","78","VI","Virgin Islands","31-9092","Medical assistants",50,13.18,27410
"22404","46","SD","South Dakota","13-2082","Tax preparers",50,13.19,27440
"22405","47","TN","Tennessee","51-5012","Bookbinders",50,13.25,27560
"22406","29","MO","Missouri","51-7031","Model makers, wood",50,13.41,27890
"22407","19","IA","Iowa","51-6063","Textile knitting and weaving machine setters, operators, and tenders",50,13.45,27990
"22408","18","IN","Indiana","51-7031","Model makers, wood",50,13.49,28050
"22409","01","AL","Alabama","49-9063","Musical instrument repairers and tuners",50,13.62,28330
"22410","22","LA","Louisiana","51-6091","Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",50,13.63,28340
"22411","11","DC","District of Columbia","27-1026","Merchandise displayers and window trimmers",50,13.7,28500
"22412","05","AR","Arkansas","39-5094","Skin care specialists",50,13.72,28550
"22413","22","LA","Louisiana","43-9031","Desktop publishers",50,13.72,28540
"22414","31","NE","Nebraska","51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic",50,13.77,28650
"22415","30","MT","Montana","33-9011","Animal control workers",50,13.81,28730
"22416","54","WV","West Virginia","53-4099","Rail transportation workers, all other",50,13.86,28840
"22417","30","MT","Montana","27-3021","Broadcast news analysts",50,13.9,28910
"22418","38","ND","North Dakota","51-4193","Plating and coating machine setters, operators, and tenders, metal and plastic",50,13.92,28960
"22419","08","CO","Colorado","45-4021","Fallers",50,13.93,28980
"22420","40","OK","Oklahoma","51-9082","Medical appliance technicians",50,13.93,28970
"22421","01","AL","Alabama","39-2011","Animal trainers",50,13.96,29040
"22422","41","OR","Oregon","47-5081","Helpers--extraction workers",50,13.96,29050
"22423","38","ND","North Dakota","37-3019","Grounds maintenance workers, all other",50,14,29120
"22424","78","VI","Virgin Islands","53-7032","Excavating and loading machine and dragline operators",50,14.03,29170
"22425","22","LA","Louisiana","51-4061","Model makers, metal and plastic",50,14.05,29220
"22426","32","NV","Nevada","51-4062","Patternmakers, metal and plastic",50,14.06,29250
"22427","36","NY","New York","51-7031","Model makers, wood",50,14.06,29240
"22428","46","SD","South Dakota","19-4031","Chemical technicians",50,14.1,29330
"22429","29","MO","Missouri","47-5051","Rock splitters, quarry",50,14.12,29370
"22430","54","WV","West Virginia","25-4013","Museum technicians and conservators",50,14.13,29390
"22431","72","PR","Puerto Rico","29-1129","Therapists, all other",50,14.15,29420
"22432","09","CT","Connecticut","51-6061","Textile bleaching and dyeing machine operators and tenders",50,14.17,29470
"22433","78","VI","Virgin Islands","51-8031","Water and liquid waste treatment plant and system operators",50,14.17,29470
"22434","20","KS","Kansas","31-2012","Occupational therapist aides",50,14.19,29510
"22435","31","NE","Nebraska","51-9022","Grinding and polishing workers, hand",50,14.19,29510
"22436","56","WY","Wyoming","23-2092","Law clerks",50,14.26,29670
"22437","23","ME","Maine","27-1029","Designers, all other",50,14.3,29740
"22438","44","RI","Rhode Island","49-3052","Motorcycle mechanics",50,14.32,29790
"22439","05","AR","Arkansas","27-4032","Film and video editors",50,14.41,29980
"22440","09","CT","Connecticut","51-2091","Fiberglass laminators and fabricators",50,14.43,30020
"22441","10","DE","Delaware","51-9031","Cutters and trimmers, hand",50,14.51,30180
"22442","55","WI","Wisconsin","53-5022","Motorboat operators",50,14.51,30170
"22443","31","NE","Nebraska","47-2132","Insulation workers, mechanical",50,14.53,30230
"22444","15","HI","Hawaii","27-3012","Public address system and other announcers",50,14.57,30300
"22445","23","ME","Maine","51-9131","Photographic process workers",50,14.62,30410
"22446","29","MO","Missouri","51-6092","Fabric and apparel patternmakers",50,14.62,30410
"22447","51","VA","Virginia","45-4011","Forest and conservation workers",50,14.62,30400
"22448","51","VA","Virginia","45-2021","Animal breeders",50,14.68,30530
"22449","30","MT","Montana","49-2096","Electronic equipment installers and repairers, motor vehicles",50,14.7,30580
"22450","09","CT","Connecticut","39-3021","Motion picture projectionists",50,14.73,30640
"22451","46","SD","South Dakota","51-4012","Numerical tool and process control programmers",50,14.78,30740
"22452","49","UT","Utah","25-4013","Museum technicians and conservators",50,14.81,30800
"22453","54","WV","West Virginia","51-6099","Textile, apparel, and furnishings workers, all other",50,14.86,30900
"22454","20","KS","Kansas","49-9063","Musical instrument repairers and tuners",50,14.93,31060
"22455","45","SC","South Carolina","47-5049","Mining machine operators, all other",50,14.93,31050
"22456","30","MT","Montana","53-7199","Material moving workers, all other",50,14.94,31070
"22457","30","MT","Montana","51-4035","Milling and planing machine setters, operators, and tenders, metal and plastic",50,14.95,31100
"22458","56","WY","Wyoming","49-9095","Manufactured building and mobile home installers",50,14.97,31150
"22459","66","GU","Guam","43-3061","Procurement clerks",50,15.02,31250
"22460","37","NC","North Carolina","51-4062","Patternmakers, metal and plastic",50,15.03,31260
"22461","36","NY","New York","51-7032","Patternmakers, wood",50,15.13,31470
"22462","56","WY","Wyoming","33-9011","Animal control workers",50,15.18,31580
"22463","20","KS","Kansas","47-2072","Pile-driver operators",50,15.22,31660
"22464","46","SD","South Dakota","31-2011","Occupational therapist assistants",50,15.29,31810
"22465","33","NH","New Hampshire","47-5081","Helpers--extraction workers",50,15.31,31840
"22466","66","GU","Guam","41-3021","Insurance sales agents",50,15.34,31920
"22467","01","AL","Alabama","33-3011","Bailiffs",50,15.35,31920
"22468","16","ID","Idaho","27-1013","Fine artists, including painters, sculptors, and illustrators",50,15.47,32180
"22469","38","ND","North Dakota","27-3043","Writers and authors",50,15.47,32180
"22470","31","NE","Nebraska","47-4041","Hazardous materials removal workers",50,15.54,32330
"22471","38","ND","North Dakota","11-9031","Education administrators, preschool and child care center/program",50,15.59,32420
"22472","50","VT","Vermont","29-1125","Recreational therapists",50,15.59,32420
"22473","35","NM","New Mexico","51-4199","Metal workers and plastic workers, all other",50,15.62,32490
"22474","38","ND","North Dakota","47-2044","Tile and marble setters",50,15.92,33110
"22475","08","CO","Colorado","45-4022","Logging equipment operators",50,16,33290
"22476","32","NV","Nevada","27-1027","Set and exhibit designers",50,16.04,33370
"22477","78","VI","Virgin Islands","43-4199","All other information and record clerks",50,16.05,33390
"22478","16","ID","Idaho","53-1011","Aircraft cargo handling supervisors",50,16.09,33460
"22479","28","MS","Mississippi","27-4014","Sound engineering technicians",50,16.14,33570
"22480","35","NM","New Mexico","51-4194","Tool grinders, filers, and sharpeners",50,16.16,33620
"22481","46","SD","South Dakota","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",50,16.16,33620
"22482","05","AR","Arkansas","25-9099","Education, training, and library workers, all other",50,16.17,33640
"22483","19","IA","Iowa","49-2021","Radio mechanics",50,16.19,33680
"22484","78","VI","Virgin Islands","39-1021","First-line supervisors/managers of personal service workers",50,16.2,33690
"22485","20","KS","Kansas","47-2171","Reinforcing iron and rebar workers",50,16.24,33790
"22486","19","IA","Iowa","47-5099","Extraction workers, all other",50,16.26,33820
"22487","40","OK","Oklahoma","25-4013","Museum technicians and conservators",50,16.32,33940
"22488","56","WY","Wyoming","23-2099","Legal support workers, all other",50,16.46,34240
"22489","36","NY","New York","47-5042","Mine cutting and channeling machine operators",50,16.5,34320
"22490","18","IN","Indiana","45-4023","Log graders and scalers",50,16.53,34390
"22491","35","NM","New Mexico","19-4061","Social science research assistants",50,16.56,34450
"22492","15","HI","Hawaii","49-3051","Motorboat mechanics",50,16.61,34550
"22493","46","SD","South Dakota","37-2021","Pest control workers",50,16.61,34550
"22494","02","AK","Alaska","47-3012","Helpers--carpenters",50,16.65,34630
"22495","56","WY","Wyoming","45-4022","Logging equipment operators",50,16.77,34870
"22496","45","SC","South Carolina","53-6041","Traffic technicians",50,16.87,35080
"22497","78","VI","Virgin Islands","23-2099","Legal support workers, all other",50,16.91,35170
"22498","10","DE","Delaware","49-3092","Recreational vehicle service technicians",50,16.93,35210
"22499","01","AL","Alabama","51-5012","Bookbinders",50,16.96,35280
"22500","48","TX","Texas","45-2021","Animal breeders",50,16.97,35290
"22501","38","ND","North Dakota","19-4031","Chemical technicians",50,16.99,35350
"22502","22","LA","Louisiana","19-4011","Agricultural and food science technicians",50,17,35360
"22503","30","MT","Montana","51-4194","Tool grinders, filers, and sharpeners",50,17.02,35400
"22504","40","OK","Oklahoma","25-9021","Farm and home management advisors",50,17.09,35550
"22505","27","MN","Minnesota","49-9061","Camera and photographic equipment repairers",50,17.15,35670
"22506","56","WY","Wyoming","29-1125","Recreational therapists",50,17.18,35730
"22507","29","MO","Missouri","25-9011","Audio-visual collections specialists",50,17.25,35880
"22508","44","RI","Rhode Island","27-3099","Media and communication workers, all other",50,17.25,35880
"22509","16","ID","Idaho","17-3027","Mechanical engineering technicians",50,17.26,35900
"22510","50","VT","Vermont","51-9071","Jewelers and precious stone and metal workers",50,17.29,35970
"22511","78","VI","Virgin Islands","13-1022","Wholesale and retail buyers, except farm products",50,17.31,36010
"22512","01","AL","Alabama","47-5011","Derrick operators, oil and gas",50,17.32,36030
"22513","09","CT","Connecticut","49-3092","Recreational vehicle service technicians",50,17.32,36030
"22514","78","VI","Virgin Islands","29-2041","Emergency medical technicians and paramedics",50,17.52,36440
"22515","31","NE","Nebraska","27-4014","Sound engineering technicians",50,17.55,36510
"22516","06","CA","California","53-7073","Wellhead pumpers",50,17.57,36540
"22517","19","IA","Iowa","27-1029","Designers, all other",50,17.6,36610
"22518","30","MT","Montana","23-2099","Legal support workers, all other",50,17.62,36650
"22519","30","MT","Montana","47-2082","Tapers",50,17.62,36650
"22520","45","SC","South Carolina","53-2022","Airfield operations specialists",50,17.62,36660
"22521","44","RI","Rhode Island","49-2092","Electric motor, power tool, and related repairers",50,17.64,36700
"22522","40","OK","Oklahoma","47-5099","Extraction workers, all other",50,17.66,36730
"22523","05","AR","Arkansas","27-4014","Sound engineering technicians",50,17.67,36750
"22524","49","UT","Utah","53-6041","Traffic technicians",50,17.69,36800
"22525","22","LA","Louisiana","27-4014","Sound engineering technicians",50,17.72,36860
"22526","30","MT","Montana","43-9031","Desktop publishers",50,17.74,36890
"22527","41","OR","Oregon","33-3011","Bailiffs",50,17.78,36980
"22528","18","IN","Indiana","49-9064","Watch repairers",50,18.01,37450
"22529","44","RI","Rhode Island","47-2042","Floor layers, except carpet, wood, and hard tiles",50,18.1,37650
"22530","02","AK","Alaska","49-2092","Electric motor, power tool, and related repairers",50,18.11,37660
"22531","46","SD","South Dakota","45-2011","Agricultural inspectors",50,18.13,37710
"22532","54","WV","West Virginia","47-2082","Tapers",50,18.16,37770
"22533","46","SD","South Dakota","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",50,18.24,37930
"22534","21","KY","Kentucky","49-9096","Riggers",50,18.27,38000
"22535","50","VT","Vermont","47-2082","Tapers",50,18.31,38070
"22536","15","HI","Hawaii","31-2011","Occupational therapist assistants",50,18.32,38110
"22537","15","HI","Hawaii","49-9092","Commercial divers",50,18.32,38110
"22538","72","PR","Puerto Rico","19-3051","Urban and regional planners",50,18.34,38150
"22539","28","MS","Mississippi","19-4091","Environmental science and protection technicians, including health",50,18.37,38220
"22540","78","VI","Virgin Islands","49-3042","Mobile heavy equipment mechanics, except engines",50,18.38,38240
"22541","72","PR","Puerto Rico","27-1029","Designers, all other",50,18.43,38330
"22542","37","NC","North Carolina","43-2099","Communications equipment operators, all other",50,18.48,38430
"22543","22","LA","Louisiana","47-2022","Stonemasons",50,18.52,38530
"22544","78","VI","Virgin Islands","43-5061","Production, planning, and expediting clerks",50,18.52,38520
"22545","39","OH","Ohio","15-2091","Mathematical technicians",50,18.63,38750
"22546","56","WY","Wyoming","45-2011","Agricultural inspectors",50,18.66,38820
"22547","46","SD","South Dakota","27-3021","Broadcast news analysts",50,18.69,38870
"22548","50","VT","Vermont","47-5081","Helpers--extraction workers",50,18.69,38870
"22549","08","CO","Colorado","21-2099","Religious workers, all other",50,18.75,39000
"22550","02","AK","Alaska","13-2071","Loan counselors",50,18.78,39060
"22551","24","MD","Maryland","51-4061","Model makers, metal and plastic",50,18.78,39060
"22552","55","WI","Wisconsin","53-4013","Rail yard engineers, dinkey operators, and hostlers",50,18.9,39310
"22553","34","NJ","New Jersey","53-5022","Motorboat operators",50,18.94,39400
"22554","17","IL","Illinois","27-1012","Craft artists",50,18.95,39410
"22555","50","VT","Vermont","25-4013","Museum technicians and conservators",50,18.95,39410
"22556","24","MD","Maryland","45-2099","Agricultural workers, all other",50,19,39530
"22557","12","FL","Florida","15-2099","Mathematical scientists, all other",50,19.02,39570
"22558","29","MO","Missouri","53-4013","Rail yard engineers, dinkey operators, and hostlers",50,19.15,39830
