"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"2590","78","VI","Virgin Islands","43-9011","Computer operators",120,12.26,25500
"2591","47","TN","Tennessee","27-3012","Public address system and other announcers",120,12.27,25520
"2592","35","NM","New Mexico","51-4033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",120,12.31,25600
"2593","46","SD","South Dakota","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",120,12.38,25750
"2594","44","RI","Rhode Island","47-4031","Fence erectors",120,12.43,25860
"2595","47","TN","Tennessee","51-9193","Cooling and freezing equipment operators and tenders",120,12.43,25850
"2596","66","GU","Guam","49-3031","Bus and truck mechanics and diesel engine specialists",120,12.46,25910
"2597","38","ND","North Dakota","43-4141","New accounts clerks",120,12.48,25950
"2598","32","NV","Nevada","51-7041","Sawing machine setters, operators, and tenders, wood",120,12.51,26010
"2599","51","VA","Virginia","51-6092","Fabric and apparel patternmakers",120,12.51,26010
"2600","72","PR","Puerto Rico","33-9021","Private detectives and investigators",120,12.52,26040
"2601","56","WY","Wyoming","47-2131","Insulation workers, floor, ceiling, and wall",120,12.52,26040
"2602","16","ID","Idaho","51-9121","Coating, painting, and spraying machine setters, operators, and tenders",120,12.54,26080
"2603","38","ND","North Dakota","43-9031","Desktop publishers",120,12.54,26080
"2604","08","CO","Colorado","39-3019","Gaming service workers, all other",120,12.57,26150
"2605","13","GA","Georgia","45-2021","Animal breeders",120,12.61,26240
"2606","13","GA","Georgia","49-3091","Bicycle repairers",120,12.64,26290
"2607","49","UT","Utah","47-5051","Rock splitters, quarry",120,12.64,26300
"2608","54","WV","West Virginia","51-4081","Multiple machine tool setters, operators, and tenders, metal and plastic",120,12.72,26470
"2609","28","MS","Mississippi","51-7031","Model makers, wood",120,12.74,26510
"2610","20","KS","Kansas","51-7021","Furniture finishers",120,12.96,26950
"2611","30","MT","Montana","49-3052","Motorcycle mechanics",120,12.96,26960
"2612","15","HI","Hawaii","31-2022","Physical therapist aides",120,13.1,27250
"2613","31","NE","Nebraska","51-2091","Fiberglass laminators and fabricators",120,13.1,27240
"2614","04","AZ","Arizona","51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic",120,13.21,27480
"2615","31","NE","Nebraska","13-2082","Tax preparers",120,13.24,27530
"2616","31","NE","Nebraska","43-2021","Telephone operators",120,13.24,27530
"2617","22","LA","Louisiana","51-4193","Plating and coating machine setters, operators, and tenders, metal and plastic",120,13.38,27820
"2618","46","SD","South Dakota","43-5041","Meter readers, utilities",120,13.38,27840
"2619","48","TX","Texas","41-9091","Door-to-door sales workers, news and street vendors, and related workers",120,13.49,28070
"2620","44","RI","Rhode Island","53-5011","Sailors and marine oilers",120,13.5,28070
"2621","33","NH","New Hampshire","51-4071","Foundry mold and coremakers",120,13.72,28540
"2622","49","UT","Utah","43-9081","Proofreaders and copy markers",120,13.74,28580
"2623","04","AZ","Arizona","53-7199","Material moving workers, all other",120,13.79,28690
"2624","40","OK","Oklahoma","51-4052","Pourers and casters, metal",120,13.85,28820
"2625","54","WV","West Virginia","27-1025","Interior designers",120,13.87,28850
"2626","21","KY","Kentucky","49-9094","Locksmiths and safe repairers",120,14.03,29170
"2627","19","IA","Iowa","39-2011","Animal trainers",120,14.25,29640
"2628","15","HI","Hawaii","51-5021","Job printers",120,14.33,29810
"2629","39","OH","Ohio","39-3092","Costume attendants",120,14.37,29900
"2630","28","MS","Mississippi","49-3092","Recreational vehicle service technicians",120,14.46,30070
"2631","10","DE","Delaware","51-6099","Textile, apparel, and furnishings workers, all other",120,14.48,30120
"2632","54","WV","West Virginia","51-9032","Cutting and slicing machine setters, operators, and tenders",120,14.57,30310
"2633","16","ID","Idaho","19-3022","Survey researchers",120,14.58,30320
"2634","05","AR","Arkansas","19-4011","Agricultural and food science technicians",120,14.59,30350
"2635","29","MO","Missouri","51-9193","Cooling and freezing equipment operators and tenders",120,14.7,30580
"2636","49","UT","Utah","51-6099","Textile, apparel, and furnishings workers, all other",120,14.7,30580
"2637","38","ND","North Dakota","51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders",120,14.88,30940
"2638","15","HI","Hawaii","31-9093","Medical equipment preparers",120,14.92,31030
"2639","40","OK","Oklahoma","51-4051","Metal-refining furnace operators and tenders",120,14.94,31080
"2640","35","NM","New Mexico","49-2097","Electronic home entertainment equipment installers and repairers",120,14.98,31170
"2641","21","KY","Kentucky","51-4192","Lay-out workers, metal and plastic",120,15.04,31280
"2642","50","VT","Vermont","51-9022","Grinding and polishing workers, hand",120,15.06,31320
"2643","15","HI","Hawaii","51-9122","Painters, transportation equipment",120,15.13,31480
"2644","44","RI","Rhode Island","43-4021","Correspondence clerks",120,15.14,31480
"2645","23","ME","Maine","51-4193","Plating and coating machine setters, operators, and tenders, metal and plastic",120,15.16,31530
"2646","31","NE","Nebraska","43-9031","Desktop publishers",120,15.16,31540
"2647","55","WI","Wisconsin","45-4011","Forest and conservation workers",120,15.17,31560
"2648","18","IN","Indiana","45-4021","Fallers",120,15.2,31610
"2649","32","NV","Nevada","39-2011","Animal trainers",120,15.27,31760
"2650","42","PA","Pennsylvania","27-3012","Public address system and other announcers",120,15.34,31900
"2651","34","NJ","New Jersey","27-1027","Set and exhibit designers",120,15.35,31920
"2652","49","UT","Utah","29-2099","Health technologists and technicians, all other",120,15.38,32000
"2653","23","ME","Maine","49-9031","Home appliance repairers",120,15.44,32110
"2654","30","MT","Montana","27-4031","Camera operators, television, video, and motion picture",120,15.44,32120
"2655","13","GA","Georgia","51-9082","Medical appliance technicians",120,15.52,32290
"2656","20","KS","Kansas","51-4023","Rolling machine setters, operators, and tenders, metal and plastic",120,15.65,32550
"2657","37","NC","North Carolina","53-6041","Traffic technicians",120,15.87,33010
"2658","41","OR","Oregon","51-4022","Forging machine setters, operators, and tenders, metal and plastic",120,15.93,33130
"2659","35","NM","New Mexico","49-3041","Farm equipment mechanics",120,15.99,33260
"2660","35","NM","New Mexico","47-2022","Stonemasons",120,16.07,33420
"2661","56","WY","Wyoming","51-4033","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",120,16.07,33420
"2662","30","MT","Montana","25-3011","Adult literacy, remedial education, and GED teachers and instructors",120,16.18,33650
"2663","16","ID","Idaho","43-9071","Office machine operators, except computer",120,16.21,33720
"2664","66","GU","Guam","15-1041","Computer support specialists",120,16.29,33890
"2665","30","MT","Montana","47-5081","Helpers--extraction workers",120,16.31,33930
"2666","23","ME","Maine","33-9021","Private detectives and investigators",120,16.33,33960
"2667","50","VT","Vermont","27-3091","Interpreters and translators",120,16.43,34170
"2668","08","CO","Colorado","27-3012","Public address system and other announcers",120,16.55,34420
"2669","54","WV","West Virginia","47-2041","Carpet installers",120,16.56,34450
"2670","10","DE","Delaware","17-3031","Surveying and mapping technicians",120,16.71,34770
"2671","50","VT","Vermont","47-2221","Structural iron and steel workers",120,16.73,34800
"2672","35","NM","New Mexico","23-2099","Legal support workers, all other",120,16.79,34930
"2673","41","OR","Oregon","33-3041","Parking enforcement workers",120,16.8,34940
"2674","09","CT","Connecticut","51-2031","Engine and other machine assemblers",120,16.88,35110
"2675","56","WY","Wyoming","27-4021","Photographers",120,16.89,35130
"2676","56","WY","Wyoming","11-9031","Education administrators, preschool and child care center/program",120,16.9,35150
"2677","51","VA","Virginia","47-5049","Mining machine operators, all other",120,16.93,35210
"2678","16","ID","Idaho","49-9031","Home appliance repairers",120,17.03,35420
"2679","02","AK","Alaska","31-1013","Psychiatric aides",120,17.06,35470
"2680","24","MD","Maryland","33-9011","Animal control workers",120,17.08,35520
"2681","30","MT","Montana","19-4031","Chemical technicians",120,17.14,35650
"2682","06","CA","California","47-5049","Mining machine operators, all other",120,17.16,35700
"2683","10","DE","Delaware","29-2099","Health technologists and technicians, all other",120,17.36,36110
"2684","22","LA","Louisiana","27-1019","Artists and related workers, all other",120,17.37,36140
"2685","13","GA","Georgia","33-2022","Forest fire inspectors and prevention specialists",120,17.44,36280
"2686","19","IA","Iowa","27-4031","Camera operators, television, video, and motion picture",120,17.45,36290
"2687","23","ME","Maine","51-4122","Welding, soldering, and brazing machine setters, operators, and tenders",120,17.62,36640
"2688","49","UT","Utah","45-2011","Agricultural inspectors",120,17.68,36780
"2689","12","FL","Florida","51-5012","Bookbinders",120,17.69,36790
"2690","47","TN","Tennessee","43-9111","Statistical assistants",120,17.7,36810
"2691","22","LA","Louisiana","49-9045","Refractory materials repairers, except brickmasons",120,17.71,36840
"2692","10","DE","Delaware","53-7021","Crane and tower operators",120,17.76,36940
"2693","23","ME","Maine","47-4061","Rail-track laying and maintenance equipment operators",120,17.76,36940
"2694","24","MD","Maryland","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",120,17.78,36980
"2695","51","VA","Virginia","25-9011","Audio-visual collections specialists",120,17.92,37280
"2696","02","AK","Alaska","49-9043","Maintenance workers, machinery",120,18.03,37510
"2697","46","SD","South Dakota","17-3027","Mechanical engineering technicians",120,18.06,37560
"2698","45","SC","South Carolina","23-1022","Arbitrators, mediators, and conciliators",120,18.27,38010
"2699","40","OK","Oklahoma","17-1021","Cartographers and photogrammetrists",120,18.41,38280
"2700","26","MI","Michigan","53-7072","Pump operators, except wellhead pumpers",120,18.44,38360
"2701","30","MT","Montana","51-9023","Mixing and blending machine setters, operators, and tenders",120,18.54,38560
"2702","21","KY","Kentucky","51-6099","Textile, apparel, and furnishings workers, all other",120,18.66,38810
"2703","19","IA","Iowa","47-2044","Tile and marble setters",120,18.72,38930
"2704","50","VT","Vermont","43-4061","Eligibility interviewers, government programs",120,18.73,38970
"2705","30","MT","Montana","25-9021","Farm and home management advisors",120,18.9,39310
"2706","39","OH","Ohio","25-4011","Archivists",120,18.9,39320
"2707","20","KS","Kansas","39-1011","Gaming supervisors",120,18.96,39440
"2708","41","OR","Oregon","51-4035","Milling and planing machine setters, operators, and tenders, metal and plastic",120,18.97,39450
"2709","30","MT","Montana","47-2221","Structural iron and steel workers",120,19.07,39670
"2710","13","GA","Georgia","47-5041","Continuous mining machine operators",120,19.13,39790
"2711","54","WV","West Virginia","51-4111","Tool and die makers",120,19.19,39910
"2712","55","WI","Wisconsin","47-2142","Paperhangers",120,19.3,40140
"2713","05","AR","Arkansas","13-1061","Emergency management specialists",120,19.33,40200
"2714","44","RI","Rhode Island","17-3031","Surveying and mapping technicians",120,19.35,40250
"2715","54","WV","West Virginia","49-2093","Electrical and electronics installers and repairers, transportation equipment",120,19.37,40300
"2716","25","MA","Massachusetts","51-8093","Petroleum pump system operators, refinery operators, and gaugers",120,19.42,40380
"2717","54","WV","West Virginia","33-3031","Fish and game wardens",120,19.43,40410
"2718","53","WA","Washington","25-9011","Audio-visual collections specialists",120,19.58,40720
"2719","25","MA","Massachusetts","49-9063","Musical instrument repairers and tuners",120,19.6,40760
"2720","41","OR","Oregon","49-2021","Radio mechanics",120,19.6,40770
"2721","01","AL","Alabama","53-7111","Shuttle car operators",120,19.68,40920
"2722","44","RI","Rhode Island","13-2071","Loan counselors",120,19.8,41170
"2723","38","ND","North Dakota","51-8021","Stationary engineers and boiler operators",120,19.9,41400
"2724","21","KY","Kentucky","25-4012","Curators",120,19.99,41580
"2725","15","HI","Hawaii","51-2041","Structural metal fabricators and fitters",120,20.03,41670
"2726","26","MI","Michigan","47-4061","Rail-track laying and maintenance equipment operators",120,20.05,41690
"2727","41","OR","Oregon","19-1012","Food scientists and technologists",120,20.07,41740
"2728","08","CO","Colorado","19-4061","Social science research assistants",120,20.26,42140
"2729","44","RI","Rhode Island","49-9062","Medical equipment repairers",120,20.45,42540
"2730","20","KS","Kansas","49-9069","Precision instrument and equipment repairers, all other",120,20.52,42680
"2731","23","ME","Maine","27-1025","Interior designers",120,20.57,42770
"2732","44","RI","Rhode Island","29-2081","Opticians, dispensing",120,20.69,43040
"2733","26","MI","Michigan","27-1027","Set and exhibit designers",120,20.7,43050
"2734","02","AK","Alaska","51-5023","Printing machine operators",120,20.77,43200
"2735","19","IA","Iowa","17-3024","Electro-mechanical technicians",120,21.13,43950
"2736","46","SD","South Dakota","15-2031","Operations research analysts",120,21.16,44010
"2737","55","WI","Wisconsin","29-9012","Occupational health and safety technicians",120,21.19,44080
"2738","19","IA","Iowa","49-2093","Electrical and electronics installers and repairers, transportation equipment",120,21.53,44790
"2739","30","MT","Montana","13-2041","Credit analysts",120,21.69,45110
"2740","16","ID","Idaho","27-1025","Interior designers",120,21.76,45260
"2741","47","TN","Tennessee","25-4012","Curators",120,21.78,45300
"2742","29","MO","Missouri","25-4011","Archivists",120,21.94,45630
"2743","39","OH","Ohio","47-5041","Continuous mining machine operators",120,22,45750
"2744","49","UT","Utah","13-1061","Emergency management specialists",120,22.06,45890
"2745","50","VT","Vermont","17-1022","Surveyors",120,22.07,45910
"2746","49","UT","Utah","17-3012","Electrical and electronics drafters",120,22.08,45940
"2747","01","AL","Alabama","49-2021","Radio mechanics",120,22.19,46140
"2748","26","MI","Michigan","25-4011","Archivists",120,22.35,46490
"2749","56","WY","Wyoming","53-7063","Machine feeders and offbearers",120,22.35,46490
"2750","16","ID","Idaho","23-2092","Law clerks",120,22.38,46550
"2751","49","UT","Utah","49-9069","Precision instrument and equipment repairers, all other",120,22.59,46990
"2752","53","WA","Washington","27-1027","Set and exhibit designers",120,22.79,47400
"2753","09","CT","Connecticut","33-3031","Fish and game wardens",120,22.87,47580
"2754","54","WV","West Virginia","17-3012","Electrical and electronics drafters",120,22.92,47680
"2755","50","VT","Vermont","49-3022","Automotive glass installers and repairers",120,22.93,47700
"2756","11","DC","District of Columbia","49-3042","Mobile heavy equipment mechanics, except engines",120,23.15,48150
"2757","15","HI","Hawaii","47-2042","Floor layers, except carpet, wood, and hard tiles",120,23.28,48430
"2758","38","ND","North Dakota","53-7073","Wellhead pumpers",120,23.33,48530
"2759","49","UT","Utah","17-3024","Electro-mechanical technicians",120,23.43,48740
"2760","09","CT","Connecticut","27-1029","Designers, all other",120,23.44,48750
"2761","20","KS","Kansas","29-1129","Therapists, all other",120,23.5,48870
"2762","56","WY","Wyoming","49-2094","Electrical and electronics repairers, commercial and industrial equipment",120,23.79,49480
"2763","37","NC","North Carolina","19-3041","Sociologists",120,23.84,49590
"2764","05","AR","Arkansas","31-2011","Occupational therapist assistants",120,23.88,49670
"2765","02","AK","Alaska","29-2055","Surgical technologists",120,24.04,50000
"2766","48","TX","Texas","11-9011","Farm, ranch, and other agricultural managers",120,24.09,50100
"2767","32","NV","Nevada","47-2142","Paperhangers",120,24.1,50130
"2768","46","SD","South Dakota","13-2031","Budget analysts",120,24.18,50300
"2769","78","VI","Virgin Islands","21-1012","Educational, vocational, and school counselors",120,24.36,50680
"2770","28","MS","Mississippi","49-2091","Avionics technicians",120,24.57,51100
"2771","19","IA","Iowa","19-1023","Zoologists and wildlife biologists",120,24.9,51800
"2772","19","IA","Iowa","33-3031","Fish and game wardens",120,24.91,51810
"2773","35","NM","New Mexico","23-2091","Court reporters",120,24.92,51830
"2774","53","WA","Washington","53-1011","Aircraft cargo handling supervisors",120,25.09,52200
"2775","66","GU","Guam","11-9021","Construction managers",120,25.36,52740
"2776","41","OR","Oregon","49-9097","Signal and track switch repairers",120,25.56,53170
"2777","20","KS","Kansas","17-1012","Landscape architects",120,25.75,53570
"2778","35","NM","New Mexico","13-2081","Tax examiners, collectors, and revenue agents",120,25.79,53630
"2779","35","NM","New Mexico","51-8021","Stationary engineers and boiler operators",120,25.89,53840
"2780","31","NE","Nebraska","41-9021","Real estate brokers",120,26.21,54520
"2781","24","MD","Maryland","25-4012","Curators",120,26.42,54950
"2782","05","AR","Arkansas","53-5021","Captains, mates, and pilots of water vessels",120,26.49,55100
"2783","30","MT","Montana","13-2061","Financial examiners",120,26.82,55790
"2784","15","HI","Hawaii","53-6051","Transportation inspectors",120,27.03,56230
"2785","22","LA","Louisiana","19-4092","Forensic science technicians",120,27.06,56280
"2786","32","NV","Nevada","21-1029","Social workers, all other",120,27.26,56710
"2787","23","ME","Maine","23-1021","Administrative law judges, adjudicators, and hearing officers",120,27.35,56880
"2788","34","NJ","New Jersey","27-1019","Artists and related workers, all other",120,27.39,56960
"2789","30","MT","Montana","29-2032","Diagnostic medical sonographers",120,27.43,57050
"2790","25","MA","Massachusetts","53-5031","Ship engineers",120,27.59,57390
"2791","28","MS","Mississippi","53-7071","Gas compressor and gas pumping station operators",120,27.62,57440
"2792","54","WV","West Virginia","21-1029","Social workers, all other",120,27.86,57940
"2793","23","ME","Maine","13-2061","Financial examiners",120,27.91,58060
"2794","13","GA","Georgia","17-3024","Electro-mechanical technicians",120,28.07,58380
"2795","02","AK","Alaska","23-2093","Title examiners, abstractors, and searchers",120,28.18,58610
"2796","04","AZ","Arizona","13-1061","Emergency management specialists",120,28.75,59810
"2797","30","MT","Montana","19-2043","Hydrologists",120,28.91,60130
"2798","56","WY","Wyoming","17-2072","Electronics engineers, except computer",120,28.97,60250
"2799","28","MS","Mississippi","13-2061","Financial examiners",120,29.68,61730
"2800","22","LA","Louisiana","29-1121","Audiologists",120,29.72,61820
"2801","10","DE","Delaware","29-9011","Occupational health and safety specialists",120,29.99,62370
"2802","15","HI","Hawaii","49-9069","Precision instrument and equipment repairers, all other",120,30.22,62850
"2803","41","OR","Oregon","19-1099","Life scientists, all other",120,30.43,63290
"2804","49","UT","Utah","23-1023","Judges, magistrate judges, and magistrates",120,30.55,63540
"2805","26","MI","Michigan","19-1013","Soil and plant scientists",120,30.59,63620
"2806","31","NE","Nebraska","29-2033","Nuclear medicine technologists",120,30.78,64020
"2807","55","WI","Wisconsin","51-8092","Gas plant operators",120,30.85,64160
"2808","15","HI","Hawaii","49-2095","Electrical and electronics repairers, powerhouse, substation, and relay",120,30.88,64230
"2809","53","WA","Washington","51-4061","Model makers, metal and plastic",120,30.99,64460
"2810","11","DC","District of Columbia","27-1027","Set and exhibit designers",120,31.12,64740
"2811","32","NV","Nevada","17-1021","Cartographers and photogrammetrists",120,31.12,64740
"2812","50","VT","Vermont","19-3099","Social scientists and related workers, all other",120,31.51,65530
"2813","17","IL","Illinois","51-8012","Power distributors and dispatchers",120,31.56,65640
"2814","29","MO","Missouri","19-2032","Materials scientists",120,31.96,66480
"2815","15","HI","Hawaii","13-2081","Tax examiners, collectors, and revenue agents",120,32.14,66850
"2816","44","RI","Rhode Island","19-2031","Chemists",120,32.36,67300
"2817","02","AK","Alaska","13-1081","Logisticians",120,32.74,68100
"2818","42","PA","Pennsylvania","19-1041","Epidemiologists",120,32.75,68130
"2819","55","WI","Wisconsin","17-2021","Agricultural engineers",120,32.97,68570
"2820","56","WY","Wyoming","17-2112","Industrial engineers",120,33.05,68750
"2821","31","NE","Nebraska","19-1029","Biological scientists, all other",120,33.85,70400
"2822","02","AK","Alaska","33-3021","Detectives and criminal investigators",120,33.98,70680
"2823","05","AR","Arkansas","11-9039","Education administrators, all other",120,34.04,70800
"2824","18","IN","Indiana","17-2061","Computer hardware engineers",120,34.12,70970
"2825","05","AR","Arkansas","17-2131","Materials engineers",120,34.17,71060
"2826","27","MN","Minnesota","19-1021","Biochemists and biophysicists",120,34.22,71170
"2827","31","NE","Nebraska","17-2061","Computer hardware engineers",120,34.91,72610
"2828","09","CT","Connecticut","19-1041","Epidemiologists",120,35,72810
"2829","22","LA","Louisiana","27-3021","Broadcast news analysts",120,35.06,72920
"2830","56","WY","Wyoming","15-1032","Computer software engineers, systems software",120,35.46,73760
"2831","02","AK","Alaska","17-2072","Electronics engineers, except computer",120,35.92,74710
"2832","21","KY","Kentucky","17-2021","Agricultural engineers",120,35.99,74860
"2833","56","WY","Wyoming","13-2051","Financial analysts",120,36.5,75920
"2834","10","DE","Delaware","11-2011","Advertising and promotions managers",120,36.77,76480
"2835","50","VT","Vermont","11-2031","Public relations managers",120,37.07,77110
"2836","32","NV","Nevada","15-2031","Operations research analysts",120,37.12,77210
"2837","10","DE","Delaware","41-9031","Sales engineers",120,37.28,77550
"2838","22","LA","Louisiana","13-2061","Financial examiners",120,37.36,77710
"2839","04","AZ","Arizona","19-2021","Atmospheric and space scientists",120,37.49,77970
"2840","02","AK","Alaska","15-1032","Computer software engineers, systems software",120,37.9,78840
"2841","42","PA","Pennsylvania","19-2043","Hydrologists",120,38.45,79970
"2842","22","LA","Louisiana","17-2011","Aerospace engineers",120,38.58,80250
"2843","27","MN","Minnesota","27-3021","Broadcast news analysts",120,38.89,80880
"2844","25","MA","Massachusetts","19-3041","Sociologists",120,38.93,80960
"2845","25","MA","Massachusetts","19-2043","Hydrologists",120,39.85,82880
"2846","48","TX","Texas","17-2021","Agricultural engineers",120,39.85,82900
"2847","72","PR","Puerto Rico","29-1065","Pediatricians, general",120,40.22,83650
"2848","38","ND","North Dakota","11-2011","Advertising and promotions managers",120,40.26,83740
"2849","42","PA","Pennsylvania","17-2121","Marine engineers and naval architects",120,40.64,84530
"2850","38","ND","North Dakota","11-9033","Education administrators, postsecondary",120,40.72,84690
"2851","56","WY","Wyoming","11-3071","Transportation, storage, and distribution managers",120,42.76,88940
"2852","28","MS","Mississippi","17-2171","Petroleum engineers",120,42.8,89020
"2853","32","NV","Nevada","19-2099","Physical scientists, all other",120,43.29,90050
"2854","34","NJ","New Jersey","19-3011","Economists",120,44.43,92420
"2855","55","WI","Wisconsin","53-2021","Air traffic controllers",120,46.29,96290
"2856","21","KY","Kentucky","15-2011","Actuaries",120,46.64,97020
"2857","53","WA","Washington","11-9061","Funeral directors",120,47.7,99220
"2858","33","NH","New Hampshire","29-1041","Optometrists",120,52.7,109610
"2859","40","OK","Oklahoma","29-1081","Podiatrists",120,60.22,125250
"2860","51","VA","Virginia","29-1029","Dentists, all other specialists",120,60.95,126780
"2861","49","UT","Utah","29-1066","Psychiatrists",120,65.41,136060
"2862","38","ND","North Dakota","53-6021","Parking lot attendants",120,7.48,15550
"2863","72","PR","Puerto Rico","31-9093","Medical equipment preparers",120,7.64,15890
"2864","35","NM","New Mexico","39-3012","Gaming and sports book writers and runners",120,7.67,15950
"2865","78","VI","Virgin Islands","53-6031","Service station attendants",120,7.76,16130
"2866","46","SD","South Dakota","29-1061","Anesthesiologists",120,73.94,153800
"2867","04","AZ","Arizona","29-1029","Dentists, all other specialists",120,74.08,154090
"2868","35","NM","New Mexico","29-1061","Anesthesiologists",120,75.53,157110
"2869","39","OH","Ohio","29-1029","Dentists, all other specialists",120,75.69,157430
"2870","54","WV","West Virginia","29-1065","Pediatricians, general",120,78.13,162500
"2871","66","GU","Guam","31-9011","Massage therapists",120,8.09,16820
"2872","28","MS","Mississippi","51-6051","Sewers, hand",120,8.43,17540
"2873","56","WY","Wyoming","39-6011","Baggage porters and bellhops",120,8.62,17920
"2874","22","LA","Louisiana","39-3021","Motion picture projectionists",120,8.65,18000
"2875","56","WY","Wyoming","51-6021","Pressers, textile, garment, and related materials",120,8.88,18470
"2876","38","ND","North Dakota","51-9132","Photographic processing machine operators",120,8.93,18570
"2877","31","NE","Nebraska","39-6011","Baggage porters and bellhops",120,8.94,18590
"2878","35","NM","New Mexico","29-1066","Psychiatrists",120,84.51,175780
"2879","38","ND","North Dakota","29-1067","Surgeons",120,86.21,179310
"2880","19","IA","Iowa","29-1063","Internists, general",120,86.54,180000
"2881","04","AZ","Arizona","35-9099","Food preparation and serving related workers, all other",120,9.01,18740
"2882","72","PR","Puerto Rico","51-9071","Jewelers and precious stone and metal workers",120,9.28,19300
"2883","55","WI","Wisconsin","39-6012","Concierges",120,9.35,19450
"2884","49","UT","Utah","51-6052","Tailors, dressmakers, and custom sewers",120,9.68,20140
"2885","28","MS","Mississippi","39-6032","Transportation attendants, except flight attendants and baggage porters",120,9.79,20350
"2886","30","MT","Montana","31-9095","Pharmacy aides",120,9.86,20510
"2887","51","VA","Virginia","51-6051","Sewers, hand",120,9.99,20770
"2888","05","AR","Arkansas","29-1064","Obstetricians and gynecologists",120,99.54,207030
"2889","01","AL","Alabama","31-1013","Psychiatric aides",1200,10.56,21960
"2890","51","VA","Virginia","39-6021","Tour guides and escorts",1200,10.67,22200
"2891","31","NE","Nebraska","43-4181","Reservation and transportation ticket agents and travel clerks",1200,11.01,22910
"2892","44","RI","Rhode Island","51-4031","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1200,11.53,23990
"2893","47","TN","Tennessee","29-2056","Veterinary technologists and technicians",1200,11.65,24240
"2894","10","DE","Delaware","29-2052","Pharmacy technicians",1200,11.94,24830
"2895","36","NY","New York","51-2021","Coil winders, tapers, and finishers",1200,12.07,25110
"2896","48","TX","Texas","51-2021","Coil winders, tapers, and finishers",1200,12.48,25950
"2897","42","PA","Pennsylvania","51-9123","Painting, coating, and decorating workers",1200,12.5,25990
"2898","54","WV","West Virginia","43-9041","Insurance claims and policy processing clerks",1200,12.67,26350
"2899","04","AZ","Arizona","51-5022","Prepress technicians and workers",1200,13.66,28420
"2900","06","CA","California","47-3019","Helpers, construction trades, all other",1200,13.68,28450
"2901","23","ME","Maine","25-4031","Library technicians",1200,13.7,28490
"2902","32","NV","Nevada","47-3019","Helpers, construction trades, all other",1200,14.3,29750
"2903","20","KS","Kansas","51-2041","Structural metal fabricators and fitters",1200,14.39,29940
"2904","15","HI","Hawaii","35-2012","Cooks, institution and cafeteria",1200,14.58,30320
"2905","47","TN","Tennessee","27-3011","Radio and television announcers",1200,14.74,30660
"2906","29","MO","Missouri","43-4041","Credit authorizers, checkers, and clerks",1200,14.98,31150
"2907","47","TN","Tennessee","29-2081","Opticians, dispensing",1200,15.68,32620
"2908","17","IL","Illinois","51-4194","Tool grinders, filers, and sharpeners",1200,16.24,33780
"2909","18","IN","Indiana","19-4021","Biological technicians",1200,16.81,34960
"2910","51","VA","Virginia","49-2097","Electronic home entertainment equipment installers and repairers",1200,16.93,35220
"2911","35","NM","New Mexico","47-2081","Drywall and ceiling tile installers",1200,17.02,35390
"2912","42","PA","Pennsylvania","27-4012","Broadcast technicians",1200,17.85,37140
"2913","35","NM","New Mexico","47-2211","Sheet metal workers",1200,17.91,37250
"2914","12","FL","Florida","49-9012","Control and valve installers and repairers, except mechanical door",1200,18.05,37540
"2915","33","NH","New Hampshire","31-9091","Dental assistants",1200,18.58,38640
"2916","33","NH","New Hampshire","33-2011","Fire fighters",1200,18.74,38970
"2917","26","MI","Michigan","43-4041","Credit authorizers, checkers, and clerks",1200,18.87,39260
"2918","25","MA","Massachusetts","49-9043","Maintenance workers, machinery",1200,19.3,40130
"2919","33","NH","New Hampshire","47-2073","Operating engineers and other construction equipment operators",1200,19.45,40450
"2920","39","OH","Ohio","53-4041","Subway and streetcar operators",1200,20.18,41960
"2921","01","AL","Alabama","31-2021","Physical therapist assistants",1200,20.19,42000
"2922","09","CT","Connecticut","43-4011","Brokerage clerks",1200,20.44,42510
"2923","32","NV","Nevada","29-2041","Emergency medical technicians and paramedics",1200,20.45,42540
"2924","22","LA","Louisiana","39-1011","Gaming supervisors",1200,20.83,43320
"2925","23","ME","Maine","13-1041","Compliance officers, except agriculture, construction, health and safety, and transportation",1200,22.3,46390
"2926","31","NE","Nebraska","13-1022","Wholesale and retail buyers, except farm products",1200,22.46,46730
"2927","29","MO","Missouri","19-2041","Environmental scientists and specialists, including health",1200,22.94,47720
"2928","12","FL","Florida","19-1023","Zoologists and wildlife biologists",1200,24.58,51130
"2929","24","MD","Maryland","49-2094","Electrical and electronics repairers, commercial and industrial equipment",1200,24.71,51390
"2930","22","LA","Louisiana","19-2041","Environmental scientists and specialists, including health",1200,24.76,51500
"2931","34","NJ","New Jersey","53-4011","Locomotive engineers",1200,25.58,53210
"2932","27","MN","Minnesota","49-9044","Millwrights",1200,25.9,53870
"2933","27","MN","Minnesota","33-3021","Detectives and criminal investigators",1200,29.73,61830
